Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Wall Street Silver,@WallStreetSilv,2024-03-27T23:29:54.000Z,True,"""So a 20 year old can't have alcohol""

""But a 5 year old can pick their gender?

Make it make sense  ",96,1.2K,5.3K,99K,[],[],"['\\U0001f921', '\\U0001f30e']",https://pbs.twimg.com/profile_images/1482179968083836928/7prxRZ4M_normal.jpg,https://twitter.com/WallStreetSilv/status/1773130356780130435,tweet_id:1773130356780130435
The Babylon Bee,@TheBabylonBee,2024-03-27T17:36:06.000Z,True,Diddy Hired As New President Of Nickelodeon Studios https://buff.ly/3TAFqqL,270,2.3K,16K,902K,[],[],[],https://pbs.twimg.com/profile_images/1400100770624720898/-HC7kL5x_normal.jpg,https://twitter.com/TheBabylonBee/status/1773041319843074546,tweet_id:1773041319843074546
Heatdaddy,@heatdaddy69420,2024-03-27T20:05:05.000Z,True,Ovechkin rocks,61,259,6.6K,451K,[],[],[],https://pbs.twimg.com/profile_images/1762725672697679872/XE9zOOov_normal.jpg,https://twitter.com/heatdaddy69420/status/1773078809660543376,tweet_id:1773078809660543376
The Vigilant Fox,@VigilantFox,2024-03-27T18:14:43.000Z,True,"Joe Rogan Drops Great Question

¡°Isn¡¯t it weird that you can just lie to people, and you could force people to take things, and you could hide the side effects, and you can¡¯t sue them?¡±

Vaccines are the ONLY product that you can¡¯t sue the manufacturers directly.

This is¡¦",292,7.2K,20K,1.2M,[],[],[],https://pbs.twimg.com/profile_images/1657046545265557504/7wQ3wrAv_normal.jpg,https://twitter.com/VigilantFox/status/1773051037659636154,tweet_id:1773051037659636154
Juanita Broaddrick,@atensnut,2024-03-27T13:32:01.000Z,True,Has anybody checked Martha¡¯s Vineyard?,1.5K,4.7K,19K,291K,[],[],[],https://pbs.twimg.com/profile_images/1312545540694069250/uFTgY5Zb_normal.jpg,https://twitter.com/atensnut/status/1772979891413090479,tweet_id:1772979891413090479
Libs of TikTok,@libsoftiktok,2024-03-27T19:58:23.000Z,True,"SCOOP: An assignment at  instructed students to roam around their school looking for examples of gender inequity.

The assignment also asks students to find evidence of ""the patriarchy"" outside of school life.

I'm told parents were really upset when they found out.

We¡¦",535,2.1K,6.8K,434K,[],['@lsehs'],[],https://pbs.twimg.com/profile_images/1489097242321428482/sQSUN_M6_normal.jpg,https://twitter.com/libsoftiktok/status/1773077125022507453,tweet_id:1773077125022507453
non aesthetic things,@PicturesFoIder,2024-03-27T12:00:44.000Z,True,Oh my¡¦,920,2.9K,37K,8.3M,[],[],[],https://pbs.twimg.com/profile_images/989513875124117504/UNMIb20k_normal.jpg,https://twitter.com/PicturesFoIder/status/1772956920342618279,tweet_id:1772956920342618279
"Mueller, She Wrote",@MuellerSheWrote,2024-03-27T13:46:09.000Z,False,"When fascism comes to America, it will be wrapped in the flag and carrying a cross. 

I didn¡¯t think it would be so literal.",75,9.4K,33K,431K,[],[],[],https://pbs.twimg.com/profile_images/1648778452127088640/cUM-ttHC_normal.jpg,https://twitter.com/MuellerSheWrote/status/1772983449671909463,tweet_id:1772983449671909463
Visegrad 24,@visegrad24,2024-03-27T18:52:46.000Z,True,"BREAKING:

The Ukrainian Army has launched a major attack on Russian positions in the Russian city of Belgorod tonight.

Civilians can be seen running on the streets in desperate attempts to find air raid shelters.

Shouldn¡¯t have invaded Ukraine¡¦",879,2.1K,16K,908K,[],[],[],https://pbs.twimg.com/profile_images/1496244011044155402/2l00Uki5_normal.jpg,https://twitter.com/visegrad24/status/1773060613918363773,tweet_id:1773060613918363773
Arnaud Bertrand,@RnaudBertrand,2024-03-27T23:35:26.000Z,True,"This US official who just resigned from the State Dept confirmed the US is ""aware of plenty of evidence that Israel was violating international law"", and that ""the Biden administration was violating US law by continuing to supply weapons.""

Rogue state.",75,3.1K,5.1K,92K,[],[],[],https://pbs.twimg.com/profile_images/1387256201293959168/3h5yYupT_normal.jpg,https://twitter.com/RnaudBertrand/status/1773131749033165184,tweet_id:1773131749033165184
Viva Frei,@thevivafrei,2024-03-27T14:24:30.000Z,True,"It¡¯s impossible to overstate how atrocious this decision is.

It is basically a license to kill.

The court accepted as fact that the woman seeking death is autistic and has cognitive impairments as a result.

She had applied for death twice before, and twice before had a split¡¦",113,710,1.9K,68K,[],[],[],https://pbs.twimg.com/profile_images/1490459550511730689/Rvv7WOBu_normal.jpg,https://twitter.com/thevivafrei/status/1772993101008658504,tweet_id:1772993101008658504
Benny Johnson,@bennyjohnson,2024-03-28T00:01:44.000Z,True,"Why are American taxpayers paying for a new bridge in Baltimore?

Shouldn¡¯t the *ahem* private company responsible for the destruction of the bridge be made to pay?

Taxpayer PAID for the first bridge.

Foreign corporation destroys it.

Now taxpayers pay for a new bridge?

Uh WTF",1.1K,2.3K,10K,284K,[],[],[],https://pbs.twimg.com/profile_images/1628474658583457793/KRPfh8Zb_normal.jpg,https://twitter.com/bennyjohnson/status/1773138365447102470,tweet_id:1773138365447102470
Concerned Citizen,@BGatesIsaPyscho,2024-03-27T11:46:00.000Z,True," Australia Passes Digital ID Bill

The WEF 2030 Agenda accelerates down under as the Australian Government passes the digital ID bill.

Listen to Senator Babet explain. 

Australians are one step closer to Social credit/Co2 scores, CBDC¡¯s & vaccine passports all in one handy¡¦",328,3.2K,4.7K,370K,[],[],"['\\U0001f6a8', '\\U0001f1e6\\U0001f1fa']",https://pbs.twimg.com/profile_images/1534905804368879621/R5xYZeL5_normal.jpg,https://twitter.com/BGatesIsaPyscho/status/1772953213550854217,tweet_id:1772953213550854217
NEXTA,@nexta_tv,2024-03-27T11:23:29.000Z,True,"US President Biden again called Putin a ""butcher"" and again called for urgent aid to Ukraine

""There are so many important things we could do, including finally taking care of helping Ukraine from this butcher Putin.""- Biden stated.",250,1.7K,9.2K,289K,[],[],[],https://pbs.twimg.com/profile_images/1514923008707768321/hL4PN7Hf_normal.jpg,https://twitter.com/nexta_tv/status/1772947548174524779,tweet_id:1772947548174524779
Kenny Akers,@KeneAkers,2024-03-27T14:46:22.000Z,True,White men in 2024¡¦¡¦..,2.7K,5.5K,71K,3.1M,[],[],[],https://pbs.twimg.com/profile_images/1749114643401129984/3WqmM0-I_normal.jpg,https://twitter.com/KeneAkers/status/1772998603771875430,tweet_id:1772998603771875430
Kat Kanada,@KatKanada_TM,2024-03-27T19:37:51.000Z,True,"Liberal MP Jenica Atwin had a tantrum that a chair member had an ¡°I  Oil & Gas¡± sticker on his laptop. 

She literally felt the need to interrupt him w/ a ¡°point of order¡± to point it out. ",248,459,1.6K,78K,[],[],"['\\u2665\\ufe0f', '\\U0001f923', '\\U0001f921']",https://pbs.twimg.com/profile_images/1743389821413031936/8-vRoCen_normal.png,https://twitter.com/KatKanada_TM/status/1773071959787450392,tweet_id:1773071959787450392
CALL TO ACTIVISM,@CalltoActivism,2024-03-28T01:14:53.000Z,True,"Describe RFK Jr in one word. 

Don¡¯t hold back.",2.9K,280,586,185K,[],[],[],https://pbs.twimg.com/profile_images/1029938314646827010/GEC6du8i_normal.jpg,https://twitter.com/CalltoActivism/status/1773156777133048319,tweet_id:1773156777133048319
Dr. Eli David,@DrEliDavid,2024-03-27T22:27:52.000Z,True,"Two decades ago Israel evacuated Gaza and gave Palestinians full autonomy. They spent billions on tunnels and weapons. They celebrated as they massacred 1,200 Israelis and kidnapped hundreds.

Now the only thing they see is destruction and Israel flags ",796,2.2K,10K,255K,[],[],['\\U0001f1ee\\U0001f1f1'],https://pbs.twimg.com/profile_images/1469311196616704005/8ebbwzTe_normal.jpg,https://twitter.com/DrEliDavid/status/1773114744561365152,tweet_id:1773114744561365152
James O'Keefe,@JamesOKeefeIII,2024-03-27T19:20:05.000Z,True,"NEW VIDEO FROM OMG: ¡°Trump Was Right, Biden doesn¡¯t care about trade¡± states Trevar Kolodny, Cybersecurity and Infrastructure Security Agency () Official in the Department of Homeland Security for chemical security.  

Kolodny, who declares ¡°I don¡¯t think I can vote for¡¦",298,6.5K,14K,736K,[],['@CISACyber'],[],https://pbs.twimg.com/profile_images/1703638090152071168/CfAzpFVN_normal.jpg,https://twitter.com/JamesOKeefeIII/status/1773067485203292354,tweet_id:1773067485203292354
Keean Bexte,@TheRealKeean,2024-03-27T20:49:24.000Z,True,"Under Trudeau, Canada has turned from a nation of builders and producers to a nation of takers and burners. The New Canada burns down churches, flushes cash, blocks industry. That will be his legacy. The Old Canada still exists, but it will be a fight.",25,223,885,13K,[],[],[],https://pbs.twimg.com/profile_images/1693654846270795776/kuNbUKMo_normal.jpg,https://twitter.com/TheRealKeean/status/1773089965284417595,tweet_id:1773089965284417595
kira,@kirawontmiss,2024-03-27T16:12:54.000Z,True,carti and camila is a random ass collab but somehow works ,841,3.1K,26K,2.7M,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1636443983990669326/xm-YehdR_normal.jpg,https://twitter.com/kirawontmiss/status/1773020380401225838,tweet_id:1773020380401225838
Republicans against Trump,@RpsAgainstTrump,2024-03-27T19:10:23.000Z,True,"Former GOP House Speaker Paul Ryan: ¡°Trump is not a conservative; he¡¯s a populist, authoritarian narcissist.¡±",814,3.9K,15K,322K,[],[],[],https://pbs.twimg.com/profile_images/1552023520347099136/tIGoFfQt_normal.jpg,https://twitter.com/RpsAgainstTrump/status/1773065044374311084,tweet_id:1773065044374311084
Justin Trudeau,@JustinTrudeau,2024-03-28T04:03:07.000Z,True,"Si vous etes locataire en ce moment, j¡¯ai des nouvelles pour vous.",48,20,114,21K,[],[],[],https://pbs.twimg.com/profile_images/1426938479909421056/QpI3TSNn_normal.jpg,https://twitter.com/JustinTrudeau/status/1773199114362032188,tweet_id:1773199114362032188
Historic Vids,@historyinmemes,2024-03-27T13:29:00.000Z,True,Cillian's reaction every time they call his name as the winner,483,4.9K,106K,10M,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://twitter.com/historyinmemes/status/1772979132735139898,tweet_id:1772979132735139898
Why you should have a cat,@ShouldHaveCat,2024-03-27T17:01:18.000Z,True,can't stop thinking about this cat called Keys that just raises its arms for no reason,227,6K,58K,2.2M,[],[],[],https://pbs.twimg.com/profile_images/1365068242918780928/m278bxAZ_normal.jpg,https://twitter.com/ShouldHaveCat/status/1773032559158427888,tweet_id:1773032559158427888
Dont Show Your Cat,@DontShowYourCat,2024-03-27T23:53:00.000Z,True,,1,181,2K,21K,[],[],[],https://pbs.twimg.com/profile_images/1609200036159672324/0wGQ_dpT_normal.jpg,https://twitter.com/DontShowYourCat/status/1773136167225184323,tweet_id:1773136167225184323
Jackson Hinkle,@jacksonhinklle,2024-03-27T22:24:55.000Z,True," TURKEY has SOLD LARGE QUANTITIES of WEAPONS to ISRAEL since October 7th. 

TURKEY exported the following items to ISRAEL in 2024:   Gunpowder Explosive substances Flammable substances Ammunition Weapons and Parts",1.8K,4.6K,11K,674K,[],[],"['\\U0001f6a8', '\\U0001f1f9\\U0001f1f7', '\\U0001f1ee\\U0001f1f1', '\\u274c', '\\u274c', '\\u274c', '\\u274c', '\\u274c']",https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1773114003364999453,tweet_id:1773114003364999453
Wall Street Silver,@WallStreetSilv,2024-03-27T04:42:29.000Z,True,"Canada is in a RECESSION! 

""Mortgage delinquency rates ROSE 52.3% in the last quarter of 2023""

Ontario mortgage delinquency rates are at 135% !?!

""Delinquency rates for non-mortgages including credit cards rose almost 30%""

This is absolutely nuts...",647,3.7K,10K,1.3M,[],[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1482179968083836928/7prxRZ4M_normal.jpg,https://twitter.com/WallStreetSilv/status/1772846630737183167,tweet_id:1772846630737183167
Kat Kanada,@KatKanada_TM,2024-03-27T04:41:52.000Z,True,"Jordan Peterson goes full fire-breathing, fact-spitting dragon mode on his left-wing, Big Pharma-loving, vaccine-promoting guest. 

I have chills! ",2.2K,7.7K,32K,1.9M,[],[],"['\\U0001f929', '\\U0001f525', '\\U0001f525', '\\U0001f525']",https://pbs.twimg.com/profile_images/1743389821413031936/8-vRoCen_normal.png,https://twitter.com/KatKanada_TM/status/1772846475913109742,tweet_id:1772846475913109742
Benny Johnson,@bennyjohnson,2024-03-27T19:15:19.000Z,True,SHOCKING report reveals criminal ILLEGALS given 7 TIMES MORE taxpayer-funded assistance than suffering military families | WHAT?!,469,8.7K,16K,461K,[],[],[],https://pbs.twimg.com/profile_images/1628474658583457793/KRPfh8Zb_normal.jpg,https://twitter.com/bennyjohnson/status/1773066288216039538,tweet_id:1773066288216039538
Pelham,@Resist_05,2024-03-27T21:45:59.000Z,True,"There has never been a war in history where 80% of the country has been decimated, 100% of the population displaced and 50% of the deaths children¡¦

So let¡¯s just call it for what it really is¡¦ this is a GENOCIDE..",1.4K,13K,20K,337K,[],[],"['\\U0001f1f5\\U0001f1f8', '\\U0001f494']",https://pbs.twimg.com/profile_images/1649589511314345985/KrtRjhqX_normal.jpg,https://twitter.com/Resist_05/status/1773104204397137957,tweet_id:1773104204397137957
Viva Frei,@thevivafrei,2024-03-28T01:08:57.000Z,True,MAID in Canada! How Justin Trudeau is KILLING our Country - LITERALLY! Viva Frei Vlawg PLEASE SHARE!,50,283,673,31K,[],[],[],https://pbs.twimg.com/profile_images/1490459550511730689/Rvv7WOBu_normal.jpg,https://twitter.com/thevivafrei/status/1773155283814019518,tweet_id:1773155283814019518
Juanita Broaddrick,@atensnut,2024-03-27T17:22:51.000Z,True,EVERYTHING  WAS  BETTER  UNDER  TRUMP.,2.7K,1.9K,10K,161K,[],[],[],https://pbs.twimg.com/profile_images/1312545540694069250/uFTgY5Zb_normal.jpg,https://twitter.com/atensnut/status/1773037984499007732,tweet_id:1773037984499007732
Rebel News,@RebelNewsOnline,2024-03-27T17:57:05.000Z,True,"Trudeau attempts to defend his carbon tax, claiming it puts more money back into the pockets of Canadians.

""Conservative premiers across this country are misleading Canadians."" http://TrudeauMustResign.com",667,254,813,85K,[],[],[],https://pbs.twimg.com/profile_images/1244750495136321548/okxmKEX5_normal.jpg,https://twitter.com/RebelNewsOnline/status/1773046599528087684,tweet_id:1773046599528087684
Libs of TikTok,@libsoftiktok,2024-03-27T18:17:20.000Z,True,"BREAKING: Pablo Mendoza, a man who is in our country illegally was just arrested for r*ping a mentally incapacitated 14-year-old girl in Alabama.

Biden¡¯s open border allows p*dos and criminals to roam our country harming Americans#BidensBorderBloodbath",595,5.4K,12K,317K,['#BidensBorderBloodbath'],[],[],https://pbs.twimg.com/profile_images/1489097242321428482/sQSUN_M6_normal.jpg,https://twitter.com/libsoftiktok/status/1773051694915461483,tweet_id:1773051694915461483
BrooklynDad_Defiant!,@mmpadellan,2024-03-27T15:37:36.000Z,True,"BREAKING: Former Presidents Obama and Clinton will be teaming up on a huge fundraising push for President Biden in NYC.

Meanwhile, trump can't even get his own former Vice President to endorse his criminal ass.

Says a lot.",3.7K,5.5K,24K,295K,[],[],[],https://pbs.twimg.com/profile_images/1286711762725871617/gA2IaqbR_normal.jpg,https://twitter.com/mmpadellan/status/1773011498324938964,tweet_id:1773011498324938964
Visegrad 24,@visegrad24,2024-03-27T21:34:20.000Z,True,"Egypt has built one of the world¡¯s strongest border defenses on its border with Gaza.

Row after row of walls and fences.

What are they afraid of?

The answer is Hamas/the Muslim Brotherhood",304,2K,6.9K,162K,[],[],[],https://pbs.twimg.com/profile_images/1496244011044155402/2l00Uki5_normal.jpg,https://twitter.com/visegrad24/status/1773101271148294158,tweet_id:1773101271148294158
Creepy.org,@creepydotorg,2024-03-27T13:24:41.000Z,True,"This is the ¡°Blood Eagle¡±, a torture method used by the Vikings, represented at the Museum of Medieval Tortures. It consisted of incising the condemned man¡¯s back, separating the ribs from the spine and spreading the lungs like the wings of an eagle.",1K,8.8K,100K,6.8M,[],[],[],https://pbs.twimg.com/profile_images/1688591964730540036/CYneV1tu_normal.jpg,https://twitter.com/creepydotorg/status/1772978049002176678,tweet_id:1772978049002176678
Republicans against Trump,@RpsAgainstTrump,2024-03-27T22:23:18.000Z,True,"Donald Trump wants you to send him your money: ¡°Anything you can do to help. $5, $10, $25, $100¡¦We¡¯re going to use that money well.¡±",2.5K,949,2.6K,274K,[],[],[],https://pbs.twimg.com/profile_images/1552023520347099136/tIGoFfQt_normal.jpg,https://twitter.com/RpsAgainstTrump/status/1773113595846361542,tweet_id:1773113595846361542
Canada Proud,@WeAreCanProud,2024-03-27T17:35:00.000Z,True,Do you agree with Scott Moe here? ,97,367,1.4K,24K,[],[],['\\U0001f44d'],https://pbs.twimg.com/profile_images/1102969530085720066/1MT8Tf4V_normal.png,https://twitter.com/WeAreCanProud/status/1773041040645095440,tweet_id:1773041040645095440
chris evans,@notcapnamerica,2024-03-27T22:58:26.000Z,False,EXCUSE ME?!,253,1K,15K,1.6M,[],[],[],https://pbs.twimg.com/profile_images/1744465748645556224/dpA9TaDK_normal.jpg,https://twitter.com/notcapnamerica/status/1773122437950869821,tweet_id:1773122437950869821
Max Fawcett,@maxfawcett,2024-03-27T17:05:50.000Z,False,"It's over, folks.",235,100,1.1K,203K,[],[],[],https://pbs.twimg.com/profile_images/1724905647882510336/As1grrcN_normal.jpg,https://twitter.com/maxfawcett/status/1773033701028323660,tweet_id:1773033701028323660
DiscussingFilm,@DiscussingFilm,2024-03-27T21:03:33.000Z,True,"First peek at the Nostalgia emotion in ¡®INSIDE OUT 2¡¯

(Source: )",197,2.2K,36K,1.5M,[],['@ThePixarPost'],[],https://pbs.twimg.com/profile_images/1706429397467549696/hmvwfChQ_normal.jpg,https://twitter.com/DiscussingFilm/status/1773093525061554437,tweet_id:1773093525061554437
